city_ascii,lat,lng,country,division
Pikine,14.75,-17.4,Senegal,Africa
Ahvaz,31.3203,48.6692,Iran,Asia
Dublin,53.3497,-6.2603,Ireland,Europe
Jacksonville,30.3322,-81.6749,United States,North America
Medina,24.4667,39.6,Saudi Arabia,Asia
Srinagar,34.0911,74.8061,India,Asia
Omsk,54.9667,73.3833,Russia,Europe
Cilacap,-7.7167,109.017,Indonesia,Asia
Bandar Lampung,-5.4294,105.2625,Indonesia,Asia
Samara,53.1833,50.1167,Russia,Europe
Guankou,28.1417,113.625,China,Asia
Ulsan,35.55,129.3167,"Korea, South",Asia
Dingzhou,38.5158,114.9845,China,Asia
Campinas,-22.9009,-47.0573,Brazil,Oceania
Lianyuan,27.6961,111.6659,China,Asia
Rongcheng,29.8239,112.9019,China,Asia
Kaiyuan,36.0656,113.8153,China,Asia
Nay Pyi Taw,19.7475,96.115,Myanmar,Asia
Dakar,14.7319,-17.4572,Senegal,Africa
Zhuji,29.7169,120.2314,China,Asia
Kigali,-1.9536,30.0606,Rwanda,Africa
Zapopan,20.7167,-103.4,Mexico,North America
Leiyang,26.4179,112.8457,China,Asia
Santiago,19.45,-70.7,Dominican Republic,North America
Dadukou,26.5849,101.7149,China,Asia
Xiantao,30.3833,113.4,China,Asia
Amritsar,31.6167,74.85,India,Asia
Callao,-12.0611,-77.1333,Peru,Oceania
Aligarh,27.88,78.08,India,Asia
Yingchuan,34.1511,113.4733,China,Asia
Tegucigalpa,14.0942,-87.2067,Honduras,North America
Ciudad Nezahualcoyotl,19.41,-99.03,Mexico,North America
Tripoli,32.8752,13.1875,Libya,Africa
Rostov,47.2333,39.7167,Russia,Europe
Nezahualcoyotl,19.4,-98.9889,Mexico,North America
Bhiwandi,19.3,73.0667,India,Asia
Zhoushan,30.0162,122.0988,China,Asia
Tbilisi,41.7225,44.7925,Georgia,Europe
Ufa,54.7333,55.9667,Russia,Europe
Fes,34.0433,-5.0033,Morocco,Africa
Sevilla,37.39,-5.99,Spain,Europe
Mexicali,32.6633,-115.4678,Mexico,North America
Bien Hoa,10.9277,106.8681,Vietnam,Asia
Gwalior,26.215,78.1931,India,Asia
Ankang,32.6877,109.0235,China,Asia
Ikare,7.5304,5.76,Nigeria,Africa
Huambo,-12.7667,15.7333,Angola,Africa
Hegang,47.3139,130.2775,China,Asia
Salt Lake City,40.7777,-111.9306,United States,North America
Bhilai,21.2167,81.4333,India,Asia
Yuyao,30.0372,121.1546,China,Asia
N'Djamena,12.11,15.05,Chad,Africa
Hanchuan,30.652,113.8274,China,Asia
Gongzhuling,43.5036,124.8088,China,Asia
Irbid,32.5556,35.85,Jordan,Asia
Haora,22.59,88.31,India,Asia
Cologne,50.9422,6.9578,Germany,Europe
Krasnoyarsk,56.0167,92.8667,Russia,Europe
Yicheng,31.3697,119.8239,China,Asia
Sao Goncalo,-22.8269,-43.0539,Brazil,Oceania
Nashville,36.1715,-86.7843,United States,North America
Yerevan,40.1814,44.5144,Armenia,Europe
Ranchi,23.3556,85.3347,India,Asia
Nur-Sultan,51.1333,71.4333,Kazakhstan,Asia
Nouakchott,18.0858,-15.9785,Mauritania,Africa
Vereeniging,-26.6736,27.9319,South Africa,Africa
Richmond,37.5295,-77.4756,United States,North America
Sao Luis,-2.53,-44.3028,Brazil,Oceania
San Pedro Sula,15.5,-88.0333,Honduras,North America
Taixing,32.1724,120.0142,China,Asia
Memphis,35.1046,-89.9773,United States,North America
Goyang,37.6564,126.835,"Korea, South",Asia
Bezwada,16.5167,80.6167,India,Asia
Edmonton,53.5344,-113.4903,Canada,North America
Mizhou,35.99,119.3801,China,Asia
Tunis,36.8008,10.18,Tunisia,Africa
Xishan,27.6609,113.4946,China,Asia
Ezhou,30.3972,114.8842,China,Asia
Barquisimeto,10.0678,-69.3467,Venezuela,Oceania
Sendai,38.2683,140.8694,Japan,Asia
Voronezh,51.6717,39.2106,Russia,Europe
Perm,58.0139,56.2489,Russia,Europe
Changwon,35.2281,128.6811,"Korea, South",Asia
Zhongwei,37.5139,105.1884,China,Asia
Shouguang,36.8833,118.7333,China,Asia
Bogor,-6.6,106.8,Indonesia,Asia
Raleigh,35.8325,-78.6435,United States,North America
Cartagena,10.4236,-75.5253,Colombia,Oceania
Chandigarh,30.7353,76.7911,India,Asia
Bishkek,42.8667,74.5667,Kyrgyzstan,Asia
Matola,-25.9667,32.4667,Mozambique,Africa
Ogbomoso,8.1333,4.25,Nigeria,Africa
Ashgabat,37.95,58.3833,Turkmenistan,Asia
Maceio,-9.6658,-35.735,Brazil,Oceania
Niamey,13.5086,2.1111,Niger,Africa
Managua,12.15,-86.2667,Nicaragua,North America
Patam,1.0678,104.0167,Indonesia,Asia
Tekirdag,40.9833,27.5167,Turkey,Asia
Shubra al Khaymah,30.1286,31.2422,Egypt,Africa
Linhai,28.8523,121.1409,China,Asia
Monrovia,6.3106,-10.8047,Liberia,Africa
Wafangdian,39.6271,121.9972,China,Asia
Zhongxiang,31.169,112.5853,China,Asia
Odesa,46.4775,30.7326,Ukraine,Europe
Shymkent,42.3,69.6,Kazakhstan,Asia
New Orleans,30.0687,-89.9288,United States,North America
Thu Duc,10.8199,106.7909,Vietnam,Asia
Volgograd,48.7086,44.5147,Russia,Europe
Port-au-Prince,18.5425,-72.3386,Haiti,North America
Islamabad,33.6989,73.0369,Pakistan,Asia
Mysore,12.3086,76.6531,India,Asia
Xinyi,22.3559,110.9369,China,Asia
Kathmandu,27.7167,85.3667,Nepal,Asia
Raipur,21.2379,81.6337,India,Asia
Nice,43.7034,7.2663,France,Europe
Arequipa,-16.3988,-71.5369,Peru,Oceania
Port Harcourt,4.75,7,Nigeria,Africa
Louisville,38.1663,-85.6485,United States,North America
Zaoyang,32.1287,112.7581,China,Asia
Shuizhai,33.4433,114.8994,China,Asia
Dnipro,48.45,34.9833,Ukraine,Europe
Kota,25.18,75.83,India,Asia
Quetta,30.192,67.007,Pakistan,Asia
Abu Dhabi,24.4781,54.3686,United Arab Emirates,Asia
Stockholm,59.3294,18.0686,Sweden,Europe
Ottawa,45.4247,-75.695,Canada,North America
Asmara,15.3333,38.9167,Eritrea,Africa
Freetown,8.4833,-13.2331,Sierra Leone,Africa
Jerusalem,31.7833,35.2167,Israel,Asia
Bangui,4.3732,18.5628,Central African Republic,Africa
Panama City,9,-79.5,Panama,North America
Amsterdam,52.3667,4.8833,Netherlands,Europe
Lome,6.1319,1.2228,Togo,Africa
Libreville,0.3901,9.4544,Gabon,Africa
Zagreb,45.8,15.95,Croatia,Europe
Dushanbe,38.5731,68.7864,Tajikistan,Asia
Lilongwe,-13.9833,33.7833,Malawi,Africa
Cotonou,6.4,2.52,Benin,Africa
Vientiane,17.9667,102.6,Laos,Asia
Colombo,6.9167,79.8333,Sri Lanka,Asia
Pretoria,-25.7464,28.1881,South Africa,Africa
Winnipeg,49.8844,-97.1464,Canada,North America
Quebec City,46.8139,-71.2081,Canada,North America
Oslo,59.9111,10.7528,Norway,Europe
Athens,37.9842,23.7281,Greece,Europe
Bujumbura,-3.3825,29.3611,Burundi,Africa
Helsinki,60.1756,24.9342,Finland,Europe
Skopje,41.9833,21.4333,Macedonia,Europe
Chisinau,47.0228,28.8353,Moldova,Europe
Riga,56.9475,24.1069,Latvia,Europe
Copenhagen,55.6761,12.5689,Denmark,Europe
Kingston,17.9714,-76.7931,Jamaica,North America
Rabat,34.0253,-6.8361,Morocco,Africa
Vilnius,54.6833,25.2833,Lithuania,Europe
San Salvador,13.6989,-89.1914,El Salvador,North America
Djibouti,11.595,43.1481,Djibouti,Africa
Lisbon,38.7452,-9.1604,Portugal,Europe
Kitchener,43.4186,-80.4728,Canada,North America
Tallinn,59.4372,24.745,Estonia,Europe
Cape Town,-33.925,18.425,South Africa,Africa
Bratislava,48.1447,17.1128,Slovakia,Europe
Tirana,41.33,19.82,Albania,Europe
Canberra,-35.2931,149.1269,Australia,Oceania
Wellington,-41.2889,174.7772,New Zealand,Oceania
Beirut,33.8869,35.5131,Lebanon,Asia
Dodoma,-6.1835,35.746,Tanzania,Africa
Halifax,44.6475,-63.5906,Canada,North America
Bissau,11.8592,-15.5956,Guinea-Bissau,Africa
Juba,4.85,31.6,South Sudan,Africa
Port Moresby,-9.4789,147.1494,Papua New Guinea,Oceania
Yamoussoukro,6.8161,-5.2742,Ivory Coast,Africa
Victoria,48.4283,-123.3647,Canada,North America
Maseru,-29.31,27.48,Lesotho,Africa
Nicosia,35.1725,33.365,Cyprus,Europe
Windhoek,-22.57,17.0836,Namibia,Africa
Porto-Novo,6.4833,2.6167,Benin,Africa
Sucre,-19.0431,-65.2592,Bolivia,Oceania
San Jose,9.9333,-84.0833,Costa Rica,North America
Ljubljana,46.05,14.5167,Slovenia,Europe
Sarajevo,43.8667,18.4167,Bosnia And Herzegovina,Europe
Nassau,25.0667,-77.3333,"Bahamas, The",North America
Bloemfontein,-29.1,26.2167,South Africa,Africa
Fort-de-France,14.6104,-61.08,Martinique,North America
Gaborone,-24.6569,25.9086,Botswana,Africa
Paramaribo,5.8667,-55.1667,Suriname,Oceania
Dili,-8.5586,125.5736,East Timor,Asia
Pristina,42.6667,21.1667,Kosovo,Europe
Georgetown,6.7833,-58.1667,Guyana,Oceania
Malabo,3.7521,8.7737,Equatorial Guinea,Africa
Gibraltar,36.1324,-5.3781,Gibraltar,Europe
Saint-Denis,-20.8789,55.4481,Reunion,Africa
Male,4.175,73.5083,Maldives,Asia
Podgorica,42.4397,19.2661,Montenegro,Europe
Manama,26.225,50.5775,Bahrain,Asia
Port Louis,-20.1667,57.5,Mauritius,Africa
Willemstad,12.108,-68.935,Curazao,North America
New Delhi,28.7,77.2,India,Asia
Bern,46.948,7.4474,Switzerland,Europe
Papeete,-17.5334,-149.5667,French Polynesia,Oceania
Reykjavik,64.1475,-21.935,Iceland,Europe
Praia,14.9177,-23.5092,Cabo Verde,Africa
Luxembourg,49.6106,6.1328,Luxembourg,Europe
Sri Jayewardenepura Kotte,6.9,79.9164,Sri Lanka,Asia
Bridgetown,13.0975,-59.6167,Barbados,North America
Moroni,-11.7036,43.2536,Comoros,Africa
Thimphu,27.4833,89.6333,Bhutan,Asia
Mbabane,-26.3208,31.1617,Swaziland,Africa
Noumea,-22.2625,166.4443,New Caledonia,Oceania
Honiara,-9.4333,159.95,Solomon Islands,Oceania
Suva,-18.1333,178.4333,Fiji,Oceania
Castries,14.0167,-60.9833,Saint Lucia,North America
Cayenne,4.933,-52.33,French Guiana,South America
Sao Tome,0.3333,6.7333,Sao Tome And Principe,Africa
Port-Vila,-17.7333,168.3167,Vanuatu,Oceania
Hamilton,32.2942,-64.7839,Bermuda,North America
Bandar Seri Begawan,4.9167,114.9167,Brunei,Asia
Monaco,43.7396,7.4069,Monaco,Europe
Gitega,-3.4264,29.9306,Burundi,Africa
Port of Spain,10.6667,-61.5167,Trinidad And Tobago,North America
Apia,-13.8333,-171.8333,Samoa,Oceania
Douglas,54.15,-4.4819,Isle Of Man,Europe
Oranjestad,12.5186,-70.0358,Aruba,North America
Saint Helier,49.1833,-2.1167,Jersey,Europe
Vaduz,47.1415,9.5215,Liechtenstein,Europe
Banjul,13.4531,-16.5775,"Gambia, The",Africa
Mamoudzou,-12.7871,45.275,Mayotte,Africa
Majuro,7.0918,171.3802,Marshall Islands,Oceania
Tarawa,1.3382,173.0176,Kiribati,Oceania
George Town,19.2866,-81.3744,Cayman Islands,North America
Victoria,-4.6236,55.4544,Seychelles,Africa
Kingstown,13.1667,-61.2333,Saint Vincent And The Grenadines,North America
Saint John's,17.1211,-61.8447,Antigua And Barbuda,North America
Nuku`alofa,-21.1347,-175.2083,Tonga,Oceania
Andorra la Vella,42.5,1.5,Andorra,Europe
Nuuk,64.175,-51.7333,Greenland,North America
Belmopan,17.25,-88.7675,Belize,North America
Roseau,15.3,-61.3833,Dominica,North America
Basseterre,17.2983,-62.7342,Saint Kitts And Nevis,North America
Torshavn,62,-6.7833,Faroe Islands,Europe
Pago Pago,-14.274,-170.7046,American Samoa,Oceania
Valletta,35.8978,14.5125,Malta,Europe
Gaza,31.5069,34.456,Gaza Strip,Africa
Grand Turk,21.4664,-71.136,Turks And Caicos Islands,North America
Palikir,6.9178,158.185,"Micronesia, Federated States Of",Oceania
Funafuti,-8.5167,179.2167,Tuvalu,Oceania
Lobamba,-26.4465,31.2064,Swaziland,Africa
Avarua,-21.207,-159.771,Cook Islands,Oceania
Saint George's,12.0444,-61.7417,Grenada,North America
San Marino,43.932,12.4484,San Marino,Europe
Al Quds,31.7764,35.2269,West Bank,Africa
Capitol Hill,15.2137,145.7546,Northern Mariana Islands,Oceania
Basse-Terre,16,-61.7167,Guadeloupe,North America
Stanley,-51.7,-57.85,Falkland Islands (Islas Malvinas),South America
Vatican City,41.9,12.4478,Vatican City,Europe
Alofi,-19.056,-169.921,Niue,Oceania
Hagta,13.4745,144.7504,Guam,Oceania
Jamestown,-15.9251,-5.7179,"Saint Helena, Ascension, And Tristan Da Cunha",Africa
Marigot,18.0706,-63.0847,Saint Martin,Oceania
Philipsburg,18.0256,-63.0492,Sint Maarten,Oceania
Road Town,18.4167,-64.6167,"Virgin Islands, British",Oceania
Gustavia,17.8958,-62.8508,Saint Barthelemy,Oceania
Saint-Pierre,46.7811,-56.1764,Saint Pierre And Miquelon,Oceania
The Valley,18.2167,-63.05,Anguilla,Oceania
Mata-Utu,-13.2825,-176.1736,Wallis And Futuna,Oceania
Kingston,-29.0569,167.9617,Norfolk Island,Oceania
Ngerulmud,7.5006,134.6242,Palau,Oceania
Tifariti,26.0928,-10.6089,Morocco,Africa
Tifariti,26.0928,-10.6089,Western Sahara,Oceania
Longyearbyen,78.2167,15.6333,Svalbard,Oceania
Adamstown,-25.0667,-130.0833,Pitcairn Islands,Oceania
Flying Fish Cove,-10.4167,105.7167,Christmas Island,Oceania
Bareilly,28.364,79.415,India,Asia
Quang Ha,16.06,108.25,Vietnam,Asia
Soacha,4.5781,-74.2144,Colombia,Oceania
Kitaku,33.8704,130.82,Japan,Asia
Jodhpur,26.2918,73.0168,India,Asia
Xingcheng,24.1681,115.6669,China,Asia
Dongtai,32.8534,120.3037,China,Asia
Yingcheng,24.1878,113.4042,China,Asia
Al Mansurah,31.05,31.3833,Egypt,Africa
Glasgow,55.8609,-4.2514,United Kingdom,Europe
Chiba,35.6,140.1,Japan,Asia
Luocheng,22.7645,111.5745,China,Asia
Danyang,31.9948,119.575,China,Asia
Natal,-6.9838,-60.2699,Brazil,Oceania
Zhaodong,46.0635,125.9773,China,Asia
Nada,19.5,109.5833,China,Asia
Xibeijie,39.737,98.5049,China,Asia
Kirkuk,35.4667,44.4,Iraq,Asia
Naples,40.8333,14.25,Italy,Europe
Wuchuan,21.4283,110.7749,China,Asia
Huilong,31.8131,121.6574,China,Asia
Oklahoma City,35.4676,-97.5136,United States,North America
Toulouse,43.6045,1.444,France,Europe
Malaga,36.7194,-4.42,Spain,Europe
Denizli,37.7731,29.0878,Turkey,Asia
Dispur,26.15,91.77,India,Asia
Coimbatore,11,76.9667,India,Asia
Guwahati,26.1667,91.7667,India,Asia
Songnam,37.4386,127.1378,"Korea, South",Asia
Taishan,22.2486,112.785,China,Asia
Solapur,17.6833,75.9167,India,Asia
Tangier,35.7767,-5.8039,Morocco,Africa
Anqiu,36.3619,119.1072,China,Asia
Feicheng,36.186,116.772,China,Asia
Meishan,34.1736,112.839,China,Asia
Kisangani,0.5153,25.1911,Congo (Kinshasa),Africa
Khartoum North,15.6333,32.6333,Sudan,Africa
Aguascalientes,21.876,-102.296,Mexico,North America
Marrakech,31.6295,-7.9811,Morocco,Africa
Donetsk,48.0089,37.8042,Ukraine,Europe
Taihecun,45.768,131.0063,China,Asia
Trujillo,-8.1119,-79.0289,Peru,Oceania
Cebu City,10.3,123.9,Philippines,Asia
Taihe,30.8706,105.3784,China,Asia
Bridgeport,41.1918,-73.1953,United States,North America
Antwerp,51.2206,4.4003,Belgium,Europe
Trichinopoly,10.8269,78.6928,India,Asia
Xin'an,34.3662,118.3369,China,Asia
Padang,-0.9556,100.3606,Indonesia,Asia
Qingzhou,36.6967,118.4797,China,Asia
Buffalo,42.9016,-78.8487,United States,North America
Lichuan,30.2965,108.9378,China,Asia
Daye,30.1003,114.9699,China,Asia
Fort Worth,32.7811,-97.3473,United States,North America
Hengzhou,22.6896,109.2674,China,Asia
Campo Grande,-20.4686,-54.6222,Brazil,Oceania
Zhuanghe,39.6896,122.9664,China,Asia
Hartford,41.7661,-72.6834,United States,North America
Ad Dammam,26.4333,50.1,Saudi Arabia,Asia
Bucheon,37.4989,126.7831,"Korea, South",Asia
Lhasa,29.65,91.1,China,Asia
Homs,34.7333,36.7167,Syria,Asia
Jiaozhou,36.2481,119.9625,China,Asia
Merida,20.97,-89.62,Mexico,North America
Yangchun,22.1717,111.7846,China,Asia
Concepcion,-36.82,-73.0445,Chile,Oceania
Dengtalu,36.08,114.35,China,Asia
Hubli,15.36,75.125,India,Asia
Abeokuta,7.15,3.35,Nigeria,Africa
Tucson,32.1545,-110.8782,United States,North America
Krasnodar,45.0333,38.9833,Russia,Europe
Natal,-5.795,-35.2089,Brazil,Oceania
Chihuahua,28.6353,-106.0889,Mexico,North America
Klang,3.0333,101.45,Malaysia,Asia
Turin,45.0667,7.7,Italy,Europe
Jos,9.9333,8.8833,Nigeria,Africa
Laiyang,36.9758,120.7136,China,Asia
Jalandhar,31.3256,75.5792,India,Asia
Sale,34.05,-6.8167,Morocco,Africa
Marseille,43.2964,5.37,France,Europe
Kaifeng Chengguanzhen,34.85,114.35,China,Asia
Eskisehir,39.7767,30.5206,Turkey,Asia
Gaomi,36.3833,119.75,China,Asia
Teresina,-5.0949,-42.8042,Brazil,Oceania
Ipoh,4.6,101.07,Malaysia,Asia
Hai'an,32.532,120.4604,China,Asia
Liverpool,53.4,-2.9833,United Kingdom,Europe
Zamboanga City,6.9167,122.0833,Philippines,Asia
Oran,35.6969,-0.6331,Algeria,Africa
Southampton,50.9,-1.4,United Kingdom,Europe
Weichanglu,37.1792,119.9333,China,Asia
Pekanbaru,0.5333,101.45,Indonesia,Asia
Portsmouth,50.8058,-1.0872,United Kingdom,Europe
Leping,28.9632,117.1203,China,Asia
Kermanshah,34.3167,47.0686,Iran,Asia
Hailun,47.4585,126.9632,China,Asia
Macheng,31.1817,115.0189,China,Asia
Ilorin,8.5,4.55,Nigeria,Africa
Omaha,41.2627,-96.0522,United States,North America
Yuci,37.6804,112.73,China,Asia
Saratov,51.5333,46,Russia,Europe
Sao Bernardo do Campo,-23.6939,-46.565,Brazil,Oceania
Erbil,36.1911,44.0094,Iraq,Asia
Iguacu,-22.74,-43.47,Brazil,Oceania
El Paso,31.8479,-106.4309,United States,North America
Denpasar,-8.6667,115.2167,Indonesia,Asia
Dehui,44.5323,125.6965,China,Asia
Naucalpan de Juarez,19.4753,-99.2378,Mexico,North America
Bhubaneshwar,20.2644,85.8281,India,Asia
Tongchuan,34.9057,108.9422,China,Asia
Cheongju,36.6372,127.4897,"Korea, South",Asia
Warri,5.5167,5.75,Nigeria,Africa
Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville),Africa
Rongjiawan,29.1409,113.1087,China,Asia
Butterworth,5.3942,100.3664,Malaysia,Asia
Bhayandar,19.3,72.85,India,Asia
San Luis Potosi,22.1511,-100.9761,Mexico,North America
Renqiu,38.7094,116.1008,China,Asia
Joao Pessoa,-7.12,-34.88,Brazil,Oceania
Toluca,19.2925,-99.6569,Mexico,North America
Honolulu,21.3294,-157.846,United States,North America
Queretaro,20.5875,-100.3928,Mexico,North America
Xindi,29.8182,113.4653,China,Asia
Wu'an,36.6941,114.1847,China,Asia
Hermosillo,29.0989,-110.9542,Mexico,North America
Wutong,30.6326,120.5474,China,Asia
Taguig City,14.5167,121.05,Philippines,Asia
Saltillo,25.4333,-101,Mexico,North America
Gaoyou,32.7847,119.4432,China,Asia
Hejian,38.4451,116.0897,China,Asia
Yiyang,26.4103,112.3913,China,Asia
Puxi,35.2125,114.735,China,Asia
Zijinglu,34.7513,112.9854,China,Asia
Trabzon,41.005,39.7225,Turkey,Asia
Xiashi,30.5333,120.6833,China,Asia
Valencia,39.47,-0.3764,Spain,Europe
Dongyang,29.2785,120.2282,China,Asia
McAllen,26.2273,-98.2471,United States,North America
Abaete,-19.1583,-45.4522,Brazil,Oceania
Palermo,2.8883,-75.4339,Colombia,Oceania
Johor Bahru,1.4556,103.7611,Malaysia,Asia
Qingping,34.538,113.3796,China,Asia
Morelia,19.7683,-101.1894,Mexico,North America
Niigata,37.9161,139.0364,Japan,Asia
Pasig City,14.575,121.0833,Philippines,Asia
Moradabad,28.8418,78.7568,India,Asia
Hamamatsu,34.7167,137.7333,Japan,Asia
Culiacan,24.8069,-107.3939,Mexico,North America
Xiangxiang,27.7389,112.5223,China,Asia
Malang,-7.98,112.62,Indonesia,Asia
Xingyi,25.091,104.9011,China,Asia
Chaohucun,31.6783,117.7353,China,Asia
Fuyang,30.0533,119.9519,China,Asia
Antipolo,14.5842,121.1763,Philippines,Asia
Lubango,-14.9167,13.5,Angola,Africa
Nottingham,52.95,-1.15,United Kingdom,Europe
Cencheng,22.9297,111.0186,China,Asia
Krakow,50.0614,19.9372,Poland,Europe
Erzurum,39.9097,41.2756,Turkey,Asia
Hempstead,40.6629,-73.6089,United States,North America
Al `Ayn,24.2075,55.7447,United Arab Emirates,Asia
Songzi,30.1772,111.7732,China,Asia
Laixi,36.8667,120.5333,China,Asia
Bahawalpur,29.3956,71.6722,Pakistan,Asia
Zhongba,31.7761,104.7406,China,Asia
Qingnian,36.8494,115.7061,China,Asia
Albuquerque,35.1053,-106.6464,United States,North America
Kaduna,10.5231,7.4403,Nigeria,Africa
Tlalnepantla,19.5367,-99.1947,Mexico,North America
Xinhualu,34.3962,113.7249,China,Asia
Guangshui,31.6189,113.8229,China,Asia
Frankfurt,50.1136,8.6797,Germany,Europe
Samarinda,-0.5022,117.1536,Indonesia,Asia
Changhua,24.0667,120.5333,Taiwan,Asia
Pietermaritzburg,-29.5833,30.4167,South Africa,Africa
Hungnam,39.8231,127.6232,"Korea, North",Asia
Kolhapur,16.7,74.2333,India,Asia
Ciudad Guayana,8.3596,-62.6517,Venezuela,Oceania
Cucuta,7.9075,-72.5047,Colombia,Oceania
Licheng,31.4174,119.4786,China,Asia
Thiruvananthapuram,8.5,76.8997,India,Asia
Tyumen,57.15,65.5333,Russia,Europe
Cancun,21.1606,-86.8475,Mexico,North America
Zaporizhzhia,47.8378,35.1383,Ukraine,Europe
Tlajomulco de Zuniga,20.4736,-103.4431,Mexico,North America
Chengguan,35.4599,113.7975,China,Asia
Kumamoto,32.8031,130.7078,Japan,Asia
Nehe,48.48,124.8738,China,Asia
Sokoto,13.0622,5.2339,Nigeria,Africa
Birmingham,33.5277,-86.7987,United States,North America
Zunhua,40.1881,117.9593,China,Asia
Orumiyeh,37.5486,45.0675,Iran,Asia
Oyo,7.8333,3.9333,Nigeria,Africa
Wugang,26.7345,110.6293,China,Asia
Shuangqiao,35.0833,112.5833,China,Asia
Rennes,48.1147,-1.6794,France,Europe
Sizhan,39.0099,106.3694,China,Asia
Comodoro Rivadavia,-45.8667,-67.5,Argentina,Oceania
Langzhong,31.5833,105.972,China,Asia
Bristol,51.45,-2.5833,United Kingdom,Europe
Qian'an,40.0059,118.6973,China,Asia
Lviv,49.8419,24.0315,Ukraine,Europe
Zouping,36.8625,117.7424,China,Asia
Bremen,53.1153,8.7975,Germany,Europe
Reynosa,26.0922,-98.2778,Mexico,North America
An Najaf,32.029,44.3396,Iraq,Asia
Sagamihara,35.5667,139.3667,Japan,Asia
Guli,28.9008,120.0284,China,Asia
Sarasota,27.3386,-82.5431,United States,North America
Mississauga,43.6,-79.65,Canada,North America
Lingbao Chengguanzhen,34.5221,110.8786,China,Asia
Okayama,34.65,133.9167,Japan,Asia
Anlu,31.2575,113.6783,China,Asia
Wusong,30.9333,117.7667,China,Asia
Dayton,39.7797,-84.1998,United States,North America
Changsha,22.3762,112.6877,China,Asia
Enugu,6.4403,7.4942,Nigeria,Africa
George Town,5.4145,100.3292,Malaysia,Asia
Jaboatao,-8.1803,-35.0014,Brazil,Oceania
Santo Andre,-23.6572,-46.5333,Brazil,Oceania
Xichang,27.8983,102.2706,China,Asia
Soledad,10.92,-74.77,Colombia,Oceania
Chengxiang,31.4515,121.1043,China,Asia
Tolyatti,53.5167,49.4167,Russia,Europe
Saharanpur,29.964,77.546,India,Asia
Warangal,17.9756,79.6011,India,Asia
Edogawa,35.6924,139.8757,Japan,Asia
Osasco,-23.5328,-46.7919,Brazil,Oceania
Dashiqiao,40.6328,122.5021,China,Asia
Latakia,35.5236,35.7917,Syria,Asia
Rochester,43.168,-77.6162,United States,North America
Fresno,36.7831,-119.7941,United States,North America
Banjarmasin,-3.3333,114.5833,Indonesia,Asia
Salem,11.65,78.1667,India,Asia
Uberlandia,-18.9189,-48.2769,Brazil,Oceania
Shishi,24.7355,118.6434,China,Asia
Grenoble,45.1715,5.7224,France,Europe
Guadalupe,25.6775,-100.2597,Mexico,North America
Adachi,35.7833,139.8,Japan,Asia
Qianxi,27.0284,106.0327,China,Asia
Aracaju,-10.9111,-37.0717,Brazil,Oceania
Bauchi,10.3158,9.8442,Nigeria,Africa
Hamilton,43.2567,-79.8692,Canada,North America
Lodz,51.7769,19.4547,Poland,Europe
Miluo Chengguanzhen,28.8049,113.0745,China,Asia
Gaizhou,40.4019,122.3499,China,Asia
Malegaon,20.55,74.55,India,Asia
Karbala',32.6167,44.0333,Iraq,Asia
Leling,37.7333,117.2167,China,Asia
Sao Jose dos Campos,-23.1789,-45.8869,Brazil,Oceania
Jianshe,34.2189,113.7693,China,Asia
Acapulco de Juarez,16.8636,-99.8825,Mexico,North America
Sheffield,53.3833,-1.4667,United Kingdom,Europe
Shizuoka,34.9756,138.3825,Japan,Asia
Jingcheng,32.0058,120.2547,China,Asia
City of Paranaque,14.4667,121.0167,Philippines,Asia
Kochi,9.9667,76.2833,India,Asia
Allentown,40.5961,-75.4756,United States,North America
Tasikmalaya,-7.3333,108.2,Indonesia,Asia
Macau,22.203,113.545,Macau,Asia
Torreon,25.5394,-103.4486,Mexico,North America
